Facility,Date,Year,Wx,Vol,Eqpt,Rwy,Other,Other,Other,Total
DTW,2022-01-01,2022,2,0,0,0,1,1,15,19
DTW,2022-02-01,2022,1,1,0,0,0,1,2,5
DTW,2022-03-01,2022,8,1,0,0,0,3,0,12
DTW,2022-04-01,2022,20,1,0,0,0,8,5,34
DTW,2022-05-01,2022,13,1,0,0,1,2,3,20
DTW,2022-06-01,2022,21,4,0,2,0,6,4,37
DTW,2022-07-01,2022,12,1,0,0,0,2,3,18
DTW,2022-08-01,2022,28,2,0,0,2,9,6,47
DTW,2022-09-01,2022,3,0,0,0,0,2,1,6
DTW,2022-10-01,2022,2,1,0,0,0,0,0,3
DTW,2022-11-01,2022,1,0,0,0,0,0,2,3
DTW,2022-12-01,2022,2,0,0,0,0,0,3,5
DTW,2023-01-01,2023,2,0,6,0,0,7,1,16
DTW,2023-02-01,2023,0,0,0,0,0,0,1,1
DTW,2023-03-01,2023,2,2,0,0,0,0,3,7
DTW,2023-04-01,2023,5,0,0,0,0,0,1,6
DTW,2023-05-01,2023,1,0,0,0,0,0,1,2
DTW,2023-06-01,2023,30,3,0,0,0,13,2,48
DTW,2023-07-01,2023,40,1,0,1,0,5,13,60
DTW,2023-08-01,2023,8,2,0,0,0,7,9,26
DTW,2023-09-01,2023,40,2,0,2,0,8,4,56
DTW,2023-10-01,2023,0,0,0,0,0,0,0,0
DTW,2023-11-01,2023,0,0,0,0,0,0,0,0
DTW,2023-12-01,2023,2,0,0,0,0,0,0,2
DTW,2024-01-01,2024,0,0,0,0,0,0,5,5
DTW,2024-02-01,2024,1,0,0,0,0,0,3,4
DTW,2024-03-01,2024,4,1,0,0,0,0,0,5
DTW,2024-04-01,2024,3,0,0,0,0,0,1,4
DTW,2024-05-01,2024,4,0,0,0,0,0,1,5
DTW,2024-06-01,2024,12,0,0,0,0,1,2,15
DTW,2024-07-01,2024,14,3,0,0,2,6,3,28
DTW,2024-08-01,2024,25,0,0,0,0,12,5,42
DTW,2024-09-01,2024,0,0,2,0,0,0,0,2
DTW,2024-10-01,2024,0,0,0,0,0,0,0,0
DTW,2024-11-01,2024,0,0,0,0,0,0,0,0
DTW,2024-12-01,2024,0,0,0,0,0,0,0,0
EWR,2015-01-01,2015,95,37,0,2,5,46,85,270
EWR,2015-02-01,2015,102,35,0,0,7,40,112,296
EWR,2015-03-01,2015,252,26,0,2,5,15,21,321
EWR,2015-04-01,2015,60,9,0,1,4,0,2,76
EWR,2015-05-01,2015,45,9,0,0,3,0,1,58
EWR,2015-06-01,2015,133,13,0,1,1,1,8,157
EWR,2015-07-01,2015,127,21,0,0,4,1,2,155
EWR,2015-08-01,2015,48,18,1,0,2,0,8,77
EWR,2015-09-01,2015,30,4,0,0,0,1,1,36
EWR,2015-10-01,2015,49,8,0,0,0,0,3,60
EWR,2015-11-01,2015,60,12,2,1,6,0,10,91
EWR,2015-12-01,2015,125,12,0,0,1,0,1,139
EWR,2016-01-01,2016,70,23,0,2,4,125,23,247
EWR,2016-02-01,2016,147,11,0,0,1,1,17,177
EWR,2016-03-01,2016,17,8,0,0,2,0,4,31
EWR,2016-04-01,2016,43,11,0,0,0,0,4,58
EWR,2016-05-01,2016,19,2,0,0,1,0,1,23
EWR,2016-06-01,2016,126,13,0,1,2,0,6,148
EWR,2016-07-01,2016,357,42,0,1,0,7,26,433
EWR,2016-08-01,2016,181,34,0,1,1,1,21,239
EWR,2016-09-01,2016,37,15,0,2,4,0,7,65
EWR,2016-10-01,2016,31,6,0,0,1,0,8,46
EWR,2016-11-01,2016,63,7,0,1,0,0,0,71
EWR,2016-12-01,2016,89,10,1,0,0,0,7,107
EWR,2017-01-01,2017,79,18,0,0,0,4,6,107
EWR,2017-02-01,2017,66,17,0,0,0,0,9,92
EWR,2017-03-01,2017,98,14,0,1,2,2,11,128
EWR,2017-04-01,2017,64,14,0,0,1,0,0,79
EWR,2017-05-01,2017,118,20,0,7,3,0,4,152
EWR,2017-06-01,2017,94,11,0,13,5,2,13,138
EWR,2017-07-01,2017,156,30,1,1,11,0,13,212
EWR,2017-08-01,2017,158,28,0,1,3,1,3,194
EWR,2017-09-01,2017,65,18,0,1,4,8,4,100
EWR,2017-10-01,2017,81,23,0,5,10,1,5,125
EWR,2017-11-01,2017,12,2,0,0,1,0,0,15
EWR,2017-12-01,2017,24,9,0,0,10,1,6,50
EWR,2018-01-01,2018,53,12,0,0,2,5,1,73
EWR,2018-02-01,2018,68,30,0,0,5,1,0,104
EWR,2018-03-01,2018,20,16,0,0,1,28,24,89
EWR,2018-04-01,2018,93,15,0,1,1,4,0,114
EWR,2018-05-01,2018,77,12,0,0,0,0,0,89
EWR,2018-06-01,2018,45,14,0,0,5,0,2,66
EWR,2018-07-01,2018,322,34,0,2,3,7,1,369
EWR,2018-08-01,2018,478,59,0,2,4,21,0,564
EWR,2018-09-01,2018,47,14,0,0,0,22,3,86
EWR,2018-10-01,2018,32,4,0,0,0,2,5,43
EWR,2018-11-01,2018,111,19,0,0,0,8,3,141
EWR,2018-12-01,2018,69,11,0,0,0,0,2,82
EWR,2019-01-01,2019,78,29,0,2,7,4,2,122
EWR,2019-02-01,2019,84,12,0,0,2,0,1,99
EWR,2019-03-01,2019,49,19,0,0,2,11,1,82
EWR,2019-04-01,2019,115,19,0,0,2,0,5,141
EWR,2019-05-01,2019,175,27,0,1,2,19,4,228
EWR,2019-06-01,2019,247,49,0,47,52,21,9,425
EWR,2019-07-01,2019,296,77,0,0,3,0,1,377
EWR,2019-08-01,2019,250,86,0,6,7,4,14,367
EWR,2019-09-01,2019,49,16,0,0,0,9,1,75
EWR,2019-10-01,2019,55,10,0,1,0,0,1,67
EWR,2019-11-01,2019,3,18,1,0,0,0,0,22
EWR,2019-12-01,2019,116,38,0,0,2,0,0,156
EWR,2020-01-01,2020,24,3,0,0,0,1,2,30
EWR,2020-02-01,2020,5,3,0,0,0,8,3,19
EWR,2020-03-01,2020,1,2,0,0,10,0,4,17
EWR,2020-04-01,2020,0,0,0,0,0,0,0,0
EWR,2020-05-01,2020,0,0,0,0,0,0,0,0
EWR,2020-06-01,2020,0,0,0,0,0,0,0,0
EWR,2020-07-01,2020,0,0,0,0,0,0,0,0
EWR,2020-08-01,2020,0,0,0,0,0,0,0,0
EWR,2020-09-01,2020,0,0,0,0,0,0,0,0
EWR,2020-10-01,2020,0,0,0,0,0,0,0,0
EWR,2020-11-01,2020,0,0,0,0,0,1,0,1
EWR,2020-12-01,2020,0,1,0,0,1,0,0,2
EWR,2021-01-01,2021,0,0,0,0,0,1,0,1
EWR,2021-02-01,2021,0,0,0,0,0,3,1,4
EWR,2021-03-01,2021,0,0,0,0,0,0,0,0
EWR,2021-04-01,2021,0,0,0,0,0,0,3,3
EWR,2021-05-01,2021,0,0,0,0,0,0,0,0
EWR,2021-06-01,2021,12,2,0,0,0,4,4,22
EWR,2021-07-01,2021,21,1,0,3,0,2,6,33
EWR,2021-08-01,2021,77,7,0,37,5,26,15,167
EWR,2021-09-01,2021,61,7,0,80,1,65,3,217
EWR,2021-10-01,2021,2,1,0,0,1,0,0,4
EWR,2021-11-01,2021,2,3,0,0,0,3,0,8
EWR,2021-12-01,2021,5,9,0,0,0,0,0,14
EWR,2022-01-01,2022,0,4,0,0,0,1,8,13
EWR,2022-02-01,2022,10,4,0,0,0,0,1,15
EWR,2022-03-01,2022,13,3,0,1,0,1,3,21
EWR,2022-04-01,2022,26,5,0,1,11,6,4,53
EWR,2022-05-01,2022,61,17,0,0,10,2,5,95
EWR,2022-06-01,2022,114,69,0,5,10,4,6,208
EWR,2022-07-01,2022,45,3,0,0,1,0,2,51
EWR,2022-08-01,2022,34,13,0,0,27,12,4,90
EWR,2022-09-01,2022,6,3,0,11,0,3,1,24
EWR,2022-10-01,2022,8,1,0,0,0,0,6,15
EWR,2022-11-01,2022,16,7,0,1,0,0,5,29
EWR,2022-12-01,2022,13,0,0,1,0,2,8,24
EWR,2023-01-01,2023,6,2,23,0,0,5,6,42
EWR,2023-02-01,2023,7,1,0,0,0,0,3,11
EWR,2023-03-01,2023,0,4,0,0,0,0,0,4
EWR,2023-04-01,2023,21,16,0,7,1,5,10,60
EWR,2023-05-01,2023,0,2,0,0,1,0,0,3
EWR,2023-06-01,2023,78,7,0,1,0,6,5,97
EWR,2023-07-01,2023,106,10,0,1,0,4,16,137
EWR,2023-08-01,2023,2,8,0,0,0,9,14,33
EWR,2023-09-01,2023,245,15,1,3,0,61,11,336
EWR,2023-10-01,2023,0,2,0,0,0,0,0,2
EWR,2023-11-01,2023,0,0,0,0,0,0,0,0
EWR,2023-12-01,2023,0,0,0,0,0,0,0,0
EWR,2024-01-01,2024,7,0,0,0,0,0,0,7
EWR,2024-02-01,2024,1,1,0,0,0,0,2,4
EWR,2024-03-01,2024,14,0,0,0,0,2,4,20
EWR,2024-04-01,2024,11,12,0,0,0,6,6,35
EWR,2024-05-01,2024,11,6,0,0,2,2,2,23
EWR,2024-06-01,2024,126,23,0,2,0,27,4,182
EWR,2024-07-01,2024,107,9,0,0,21,22,9,168
EWR,2024-08-01,2024,156,14,0,3,17,5,6,201
EWR,2024-09-01,2024,11,16,12,0,5,2,7,53
EWR,2024-10-01,2024,4,22,3,0,7,10,35,81
EWR,2024-11-01,2024,1,2,0,0,3,0,3,9
EWR,2024-12-01,2024,12,3,1,1,1,0,0,18
FLL,2015-01-01,2015,2,0,0,0,0,0,8,10
FLL,2015-02-01,2015,0,0,0,0,0,1,2,3
FLL,2015-03-01,2015,0,0,0,3,0,7,2,12
FLL,2015-04-01,2015,2,0,0,4,0,0,2,8
FLL,2015-05-01,2015,6,0,0,0,0,0,0,6
FLL,2015-06-01,2015,12,0,0,0,0,2,3,17
FLL,2015-07-01,2015,5,1,0,0,2,0,0,8
FLL,2015-08-01,2015,8,1,6,0,0,2,1,18
FLL,2015-09-01,2015,4,0,0,0,0,1,0,5
FLL,2015-10-01,2015,5,3,0,12,0,2,0,22
FLL,2015-11-01,2015,1,3,0,0,0,0,0,4
FLL,2015-12-01,2015,3,0,0,0,0,0,2,5
FLL,2016-01-01,2016,2,0,0,0,0,3,4,9
FLL,2016-02-01,2016,10,3,0,0,0,0,1,14
FLL,2016-03-01,2016,0,0,0,0,0,0,0,0
FLL,2016-04-01,2016,0,1,0,0,0,0,2,3
FLL,2016-05-01,2016,1,0,0,0,0,0,0,1
FLL,2016-06-01,2016,6,0,0,0,0,0,0,6
FLL,2016-07-01,2016,15,0,0,0,0,0,2,17
FLL,2016-08-01,2016,8,1,0,0,0,0,2,11
FLL,2016-09-01,2016,1,1,0,0,0,0,1,3
FLL,2016-10-01,2016,0,2,0,0,1,0,0,3
FLL,2016-11-01,2016,0,0,0,0,0,0,0,0
FLL,2016-12-01,2016,1,0,1,0,0,0,1,3
FLL,2017-01-01,2017,6,3,0,0,2,0,13,24
FLL,2017-02-01,2017,4,0,0,0,0,0,0,4
FLL,2017-03-01,2017,5,0,0,0,1,0,2,8
FLL,2017-04-01,2017,9,2,0,2,0,0,2,15
FLL,2017-05-01,2017,11,2,0,0,0,3,2,18
FLL,2017-06-01,2017,17,1,0,2,0,5,4,29
FLL,2017-07-01,2017,15,0,1,1,0,3,2,22
FLL,2017-08-01,2017,14,3,0,0,0,0,2,19
FLL,2017-09-01,2017,3,13,0,0,2,26,23,67
FLL,2017-10-01,2017,7,0,0,3,0,11,13,34
FLL,2017-11-01,2017,0,0,0,0,0,0,0,0
FLL,2017-12-01,2017,1,5,0,0,6,3,0,15
FLL,2018-01-01,2018,4,0,0,0,0,2,4,10
FLL,2018-02-01,2018,0,5,0,0,0,1,2,8
FLL,2018-03-01,2018,0,0,0,0,0,0,0,0
FLL,2018-04-01,2018,8,0,0,0,0,0,0,8
FLL,2018-05-01,2018,7,0,0,0,0,0,2,9
FLL,2018-06-01,2018,5,1,0,0,0,0,7,13
FLL,2018-07-01,2018,29,1,0,1,0,3,1,35
FLL,2018-08-01,2018,22,0,0,0,0,6,1,29
FLL,2018-09-01,2018,1,0,0,0,0,0,0,1
FLL,2018-10-01,2018,3,0,0,0,0,0,0,3
FLL,2018-11-01,2018,2,0,0,0,0,1,0,3
FLL,2018-12-01,2018,3,0,0,0,0,1,1,5
FLL,2019-01-01,2019,4,0,0,0,0,0,0,4
FLL,2019-02-01,2019,1,0,0,0,0,0,0,1
FLL,2019-03-01,2019,0,0,0,0,0,0,1,1
FLL,2019-04-01,2019,9,0,0,4,0,1,6,20
FLL,2019-05-01,2019,6,0,0,0,0,0,0,6
FLL,2019-06-01,2019,5,1,0,3,0,0,0,9
FLL,2019-07-01,2019,15,0,0,2,0,0,2,19
FLL,2019-08-01,2019,9,2,0,2,0,1,2,16
FLL,2019-09-01,2019,1,0,0,1,0,0,0,2
FLL,2019-10-01,2019,0,0,0,0,0,0,2,2
FLL,2019-11-01,2019,0,0,0,0,0,0,0,0
FLL,2019-12-01,2019,2,0,0,0,0,0,0,2
FLL,2020-01-01,2020,1,0,0,0,0,0,0,1
FLL,2020-02-01,2020,0,0,0,0,0,1,0,1
FLL,2020-03-01,2020,2,1,0,0,3,2,0,8
FLL,2020-04-01,2020,0,0,0,0,0,0,0,0
FLL,2020-05-01,2020,0,0,0,0,0,0,0,0
FLL,2020-06-01,2020,0,0,0,0,0,0,1,1
FLL,2020-07-01,2020,0,0,0,0,0,0,0,0
FLL,2020-08-01,2020,0,0,0,0,0,0,0,0
FLL,2020-09-01,2020,0,0,0,0,0,0,0,0
FLL,2020-10-01,2020,0,0,0,0,0,0,0,0
FLL,2020-11-01,2020,0,0,0,0,0,0,1,1
FLL,2020-12-01,2020,0,0,0,0,0,0,0,0
FLL,2021-01-01,2021,0,6,0,0,0,0,0,6
FLL,2021-02-01,2021,0,1,0,0,0,0,0,1
FLL,2021-03-01,2021,0,0,0,0,0,0,1,1
FLL,2021-04-01,2021,28,1,0,0,0,9,5,43
FLL,2021-05-01,2021,0,0,0,0,0,0,1,1
FLL,2021-06-01,2021,5,0,0,0,1,1,6,13
FLL,2021-07-01,2021,8,1,0,1,0,1,1,12
FLL,2021-08-01,2021,7,1,0,0,0,0,8,16
FLL,2021-09-01,2021,8,2,0,0,0,6,27,43
FLL,2021-10-01,2021,5,6,0,1,0,0,1,13
FLL,2021-11-01,2021,0,0,0,0,0,0,0,0
FLL,2021-12-01,2021,0,0,0,0,0,0,1,1
FLL,2022-01-01,2022,0,0,0,0,0,0,1,1
FLL,2022-02-01,2022,1,0,0,0,0,0,1,2
FLL,2022-03-01,2022,8,11,0,1,0,36,9,65
FLL,2022-04-01,2022,57,4,0,2,0,10,9,82
FLL,2022-05-01,2022,13,4,0,0,0,1,12,30
FLL,2022-06-01,2022,14,14,0,1,1,11,10,51
FLL,2022-07-01,2022,5,4,0,0,0,0,3,12
FLL,2022-08-01,2022,9,3,0,0,1,0,1,14
FLL,2022-09-01,2022,1,0,0,1,0,0,1,3
FLL,2022-10-01,2022,1,0,0,0,0,0,0,1
FLL,2022-11-01,2022,3,0,0,0,0,0,0,3
FLL,2022-12-01,2022,1,0,0,1,0,1,1,4
FLL,2023-01-01,2023,5,4,6,0,0,14,4,33
FLL,2023-02-01,2023,0,1,0,0,0,0,0,1
FLL,2023-03-01,2023,1,2,0,0,0,3,4,10
FLL,2023-04-01,2023,43,26,0,7,1,24,3,104
FLL,2023-05-01,2023,0,1,0,0,0,0,1,2
FLL,2023-06-01,2023,20,1,0,0,0,6,6,33
FLL,2023-07-01,2023,36,6,0,0,0,3,7,52
FLL,2023-08-01,2023,2,2,0,0,0,1,2,7
FLL,2023-09-01,2023,14,0,0,0,0,6,1,21
FLL,2023-10-01,2023,0,1,0,0,0,1,1,3
FLL,2023-11-01,2023,0,0,0,0,0,0,1,1
FLL,2023-12-01,2023,2,4,0,0,0,0,1,7
FLL,2024-01-01,2024,3,5,0,0,0,0,3,11
FLL,2024-02-01,2024,2,2,0,0,0,0,3,7
FLL,2024-03-01,2024,16,4,0,3,0,3,4,30
FLL,2024-04-01,2024,7,3,0,0,0,0,7,17
FLL,2024-05-01,2024,8,3,0,0,0,4,3,18
FLL,2024-06-01,2024,105,8,0,3,4,4,4,128
FLL,2024-07-01,2024,4,3,0,0,0,3,7,17
FLL,2024-08-01,2024,28,7,0,0,1,19,1,56
FLL,2024-09-01,2024,0,0,0,0,0,0,1,1
FLL,2024-10-01,2024,0,5,0,0,0,0,6,11
FLL,2024-11-01,2024,0,0,0,0,0,0,0,0
FLL,2024-12-01,2024,5,0,0,0,0,2,4,11
HNL,2015-01-01,2015,0,0,0,0,0,0,0,0
HNL,2015-02-01,2015,0,0,0,0,0,0,0,0
HNL,2015-03-01,2015,0,0,0,0,0,0,0,0
HNL,2015-04-01,2015,0,0,0,0,0,0,0,0
HNL,2015-05-01,2015,0,0,0,0,0,0,0,0
HNL,2015-06-01,2015,0,0,0,0,0,0,0,0
HNL,2015-07-01,2015,0,0,0,0,0,0,0,0
HNL,2015-08-01,2015,0,0,0,1,0,0,1,2
HNL,2015-09-01,2015,0,0,0,1,0,0,0,1
HNL,2015-10-01,2015,0,1,0,0,0,0,1,2
HNL,2015-11-01,2015,0,0,0,0,0,0,0,0
HNL,2015-12-01,2015,0,0,0,0,0,0,0,0
HNL,2016-01-01,2016,0,0,0,0,0,0,0,0
HNL,2016-02-01,2016,0,0,0,0,0,0,0,0
HNL,2016-03-01,2016,0,0,0,0,0,0,0,0
HNL,2016-04-01,2016,0,0,0,0,0,0,0,0
HNL,2016-05-01,2016,0,0,0,0,0,0,1,1
HNL,2016-06-01,2016,0,0,0,0,0,0,0,0
HNL,2016-07-01,2016,0,0,0,0,0,0,0,0
HNL,2016-08-01,2016,0,0,0,0,0,0,0,0
HNL,2016-09-01,2016,0,0,0,0,0,0,0,0
HNL,2016-10-01,2016,0,0,0,0,0,0,0,0
HNL,2016-11-01,2016,0,0,0,0,0,0,0,0
HNL,2016-12-01,2016,0,0,0,0,0,0,0,0
HNL,2017-01-01,2017,0,0,0,0,0,0,0,0
HNL,2017-02-01,2017,0,0,0,0,0,0,0,0
HNL,2017-03-01,2017,0,0,0,0,0,0,0,0
HNL,2017-04-01,2017,0,0,0,0,0,0,0,0
HNL,2017-05-01,2017,0,0,0,0,0,0,0,0
HNL,2017-06-01,2017,0,0,0,0,0,0,0,0
HNL,2017-07-01,2017,0,0,0,0,0,0,0,0
HNL,2017-08-01,2017,0,0,0,0,0,0,0,0
HNL,2017-09-01,2017,0,0,0,0,0,0,0,0
HNL,2017-10-01,2017,0,0,0,0,0,0,0,0
HNL,2017-11-01,2017,0,0,0,0,0,0,0,0
HNL,2017-12-01,2017,0,0,0,0,0,0,0,0
HNL,2018-01-01,2018,0,0,0,0,0,0,0,0
HNL,2018-02-01,2018,0,0,0,0,0,0,0,0
HNL,2018-03-01,2018,0,0,0,0,0,0,0,0
HNL,2018-04-01,2018,0,0,0,0,0,0,0,0
HNL,2018-05-01,2018,0,0,0,0,0,0,0,0
HNL,2018-06-01,2018,0,0,0,0,0,0,0,0
HNL,2018-07-01,2018,0,0,0,0,0,0,0,0
HNL,2018-08-01,2018,0,0,0,0,0,0,0,0
HNL,2018-09-01,2018,0,0,0,0,0,0,0,0
HNL,2018-10-01,2018,0,0,0,0,0,0,0,0
HNL,2018-11-01,2018,0,0,0,0,0,0,0,0
HNL,2018-12-01,2018,0,0,0,0,0,0,0,0
HNL,2019-01-01,2019,0,0,0,0,0,0,0,0
HNL,2019-02-01,2019,0,0,0,0,0,0,0,0
HNL,2019-03-01,2019,0,0,0,0,0,0,0,0
HNL,2019-04-01,2019,0,0,0,0,0,0,0,0
HNL,2019-05-01,2019,0,0,0,0,0,0,0,0
HNL,2019-06-01,2019,0,0,0,0,0,0,0,0
HNL,2019-07-01,2019,0,0,0,0,0,0,0,0
HNL,2019-08-01,2019,0,0,0,0,0,0,0,0
HNL,2019-09-01,2019,0,0,0,1,0,0,0,1
HNL,2019-10-01,2019,0,0,0,0,0,0,0,0
HNL,2019-11-01,2019,0,0,0,0,0,0,0,0
HNL,2019-12-01,2019,0,0,0,0,0,0,0,0
HNL,2020-01-01,2020,0,0,0,0,0,0,0,0
HNL,2020-02-01,2020,0,0,0,0,0,0,0,0
HNL,2020-03-01,2020,0,0,0,0,0,0,1,1
HNL,2020-04-01,2020,0,0,0,0,0,0,0,0
HNL,2020-05-01,2020,0,0,0,0,0,0,0,0
HNL,2020-06-01,2020,0,0,0,0,0,0,0,0
HNL,2020-07-01,2020,0,0,0,0,0,0,0,0
HNL,2020-08-01,2020,0,0,0,0,0,0,0,0
HNL,2020-09-01,2020,0,0,0,0,0,0,0,0
HNL,2020-10-01,2020,0,0,0,0,0,0,0,0
HNL,2020-11-01,2020,0,0,0,0,0,0,0,0
HNL,2020-12-01,2020,0,0,0,0,0,0,0,0
HNL,2021-01-01,2021,0,0,0,0,0,0,0,0
HNL,2021-02-01,2021,0,0,0,0,0,0,0,0
HNL,2021-03-01,2021,0,0,0,0,0,0,0,0
HNL,2021-04-01,2021,0,0,0,0,0,0,0,0
HNL,2021-05-01,2021,0,0,0,0,0,0,0,0
HNL,2021-06-01,2021,0,0,0,0,0,0,1,1
HNL,2021-07-01,2021,0,0,0,0,0,0,1,1
HNL,2021-08-01,2021,0,0,0,0,0,0,0,0
HNL,2021-09-01,2021,1,0,0,0,0,0,0,1
HNL,2021-10-01,2021,0,0,0,0,0,0,0,0
HNL,2021-11-01,2021,0,0,0,0,0,0,0,0
HNL,2021-12-01,2021,0,0,0,0,0,0,0,0
HNL,2022-01-01,2022,0,0,0,0,0,0,0,0
HNL,2022-02-01,2022,0,0,0,0,0,0,0,0
HNL,2022-03-01,2022,0,0,0,0,0,0,0,0
HNL,2022-04-01,2022,0,0,0,0,0,0,0,0
HNL,2022-05-01,2022,0,0,0,0,0,0,0,0
HNL,2022-06-01,2022,0,0,0,0,0,0,0,0
HNL,2022-07-01,2022,0,0,0,0,0,0,0,0
HNL,2022-08-01,2022,0,0,0,0,0,0,0,0
HNL,2022-09-01,2022,0,0,0,0,0,0,0,0
HNL,2022-10-01,2022,0,0,0,0,0,0,0,0
HNL,2022-11-01,2022,0,0,0,0,0,0,0,0
HNL,2022-12-01,2022,0,0,0,2,0,0,0,2
HNL,2023-01-01,2023,0,0,1,0,0,0,0,1
HNL,2023-02-01,2023,0,0,0,0,0,0,2,2
HNL,2023-03-01,2023,0,0,0,0,0,0,0,0
HNL,2023-04-01,2023,0,0,0,0,0,0,0,0
HNL,2023-05-01,2023,0,0,0,1,0,0,0,1
HNL,2023-06-01,2023,0,0,0,0,0,0,0,0
HNL,2023-07-01,2023,0,0,0,0,0,0,0,0
HNL,2023-08-01,2023,0,0,0,0,0,0,0,0
HNL,2023-09-01,2023,0,0,0,0,0,0,0,0
HNL,2023-10-01,2023,0,0,0,0,0,0,0,0
HNL,2023-11-01,2023,0,0,0,0,0,0,0,0
HNL,2023-12-01,2023,0,0,0,0,0,0,0,0
HNL,2024-01-01,2024,0,0,0,0,0,0,0,0
HNL,2024-02-01,2024,0,0,0,0,0,0,0,0
HNL,2024-03-01,2024,0,0,0,0,0,0,0,0
HNL,2024-04-01,2024,0,0,0,0,0,0,1,1
HNL,2024-05-01,2024,0,1,0,0,0,0,0,1
HNL,2024-06-01,2024,0,0,0,0,0,0,0,0
HNL,2024-07-01,2024,0,1,0,0,0,1,0,2
HNL,2024-08-01,2024,0,0,0,0,0,0,0,0
HNL,2024-09-01,2024,0,0,0,0,0,0,0,0
HNL,2024-10-01,2024,1,0,0,0,0,0,0,1
HNL,2024-11-01,2024,0,0,0,0,0,0,0,0
HNL,2024-12-01,2024,0,0,0,0,0,0,0,0
IAD,2015-01-01,2015,6,6,0,0,0,8,22,42
IAD,2015-02-01,2015,14,7,0,0,0,12,16,49
IAD,2015-03-01,2015,14,1,0,2,0,3,5,25
IAD,2015-04-01,2015,0,0,0,2,0,0,1,3
IAD,2015-05-01,2015,4,0,0,1,0,0,0,5
IAD,2015-06-01,2015,7,1,0,0,0,1,2,11
IAD,2015-07-01,2015,7,1,0,0,0,0,1,9
IAD,2015-08-01,2015,3,2,0,0,0,7,1,13
IAD,2015-09-01,2015,1,0,0,0,0,1,0,2
IAD,2015-10-01,2015,1,0,0,0,0,0,0,1
IAD,2015-11-01,2015,1,0,0,1,0,0,1,3
IAD,2015-12-01,2015,1,1,0,0,0,0,0,2
IAD,2016-01-01,2016,3,4,0,0,0,0,7,14
IAD,2016-02-01,2016,1,2,0,0,0,1,1,5
IAD,2016-03-01,2016,0,0,0,0,0,0,0,0
IAD,2016-04-01,2016,0,0,0,0,0,0,1,1
IAD,2016-05-01,2016,0,1,0,0,0,0,0,1
IAD,2016-06-01,2016,3,1,0,0,0,0,0,4
IAD,2016-07-01,2016,9,0,0,1,0,0,0,10
IAD,2016-08-01,2016,5,0,0,0,0,0,0,5
IAD,2016-09-01,2016,0,0,0,1,0,0,0,1
IAD,2016-10-01,2016,0,0,0,0,0,0,0,0
IAD,2016-11-01,2016,0,0,0,0,0,0,0,0
IAD,2016-12-01,2016,1,0,0,0,0,0,0,1
IAD,2017-01-01,2017,0,0,0,0,0,0,0,0
IAD,2017-02-01,2017,1,0,0,0,0,0,0,1
IAD,2017-03-01,2017,6,0,0,1,1,1,0,9
IAD,2017-04-01,2017,4,0,0,0,0,0,0,4
IAD,2017-05-01,2017,4,0,0,3,0,0,1,8
IAD,2017-06-01,2017,3,2,0,3,0,0,0,8
IAD,2017-07-01,2017,9,3,6,0,0,0,1,19
IAD,2017-08-01,2017,7,0,0,0,0,0,1,8
IAD,2017-09-01,2017,0,1,0,1,0,4,4,10
IAD,2017-10-01,2017,1,0,0,2,0,1,1,5
IAD,2017-11-01,2017,0,0,0,0,0,0,0,0
IAD,2017-12-01,2017,0,0,0,0,3,2,0,5
IAD,2018-01-01,2018,13,1,0,0,1,4,0,19
IAD,2018-02-01,2018,7,1,0,0,0,3,3,14
IAD,2018-03-01,2018,3,1,0,0,0,0,1,5
IAD,2018-04-01,2018,11,1,0,0,0,0,2,14
IAD,2018-05-01,2018,16,2,0,1,0,5,6,30
IAD,2018-06-01,2018,13,0,0,0,1,4,5,23
IAD,2018-07-01,2018,21,4,0,0,0,2,4,31
IAD,2018-08-01,2018,38,3,0,0,0,15,3,59
IAD,2018-09-01,2018,7,2,0,0,1,1,2,13
IAD,2018-10-01,2018,2,0,0,0,0,0,0,2
IAD,2018-11-01,2018,11,0,0,0,0,1,3,15
IAD,2018-12-01,2018,3,2,0,0,1,1,2,9
IAD,2019-01-01,2019,9,3,0,0,1,6,4,23
IAD,2019-02-01,2019,5,0,0,0,0,0,4,9
IAD,2019-03-01,2019,3,1,0,0,0,0,7,11
IAD,2019-04-01,2019,11,1,0,3,0,2,5,22
IAD,2019-05-01,2019,17,4,0,0,0,5,6,32
IAD,2019-06-01,2019,24,8,0,4,3,22,10,71
IAD,2019-07-01,2019,62,12,0,0,1,10,11,96
IAD,2019-08-01,2019,39,11,0,0,0,22,3,75
IAD,2019-09-01,2019,3,2,0,1,0,0,4,10
IAD,2019-10-01,2019,12,4,0,2,0,2,4,24
IAD,2019-11-01,2019,0,1,0,0,0,4,5,10
IAD,2019-12-01,2019,4,4,0,0,0,1,5,14
IAD,2020-01-01,2020,4,0,0,0,0,0,2,6
IAD,2020-02-01,2020,5,0,0,0,0,1,2,8
IAD,2020-03-01,2020,2,0,0,0,5,1,1,9
IAD,2020-04-01,2020,0,0,0,0,0,0,1,1
IAD,2020-05-01,2020,0,0,0,0,0,0,0,0
IAD,2020-06-01,2020,0,0,0,0,0,0,0,0
IAD,2020-07-01,2020,0,0,0,0,0,0,0,0
IAD,2020-08-01,2020,0,0,0,0,0,0,0,0
IAD,2020-09-01,2020,0,0,0,0,0,0,0,0
