Facility,Date,Year,Wx,Vol,Eqpt,Rwy,Other,Other,Other,Total
CLT,2023-04-01,2023,3,6,0,4,0,0,2,15
CLT,2023-05-01,2023,0,0,0,0,0,0,0,0
CLT,2023-06-01,2023,18,0,0,2,0,0,2,22
CLT,2023-07-01,2023,38,4,0,0,0,3,1,46
CLT,2023-08-01,2023,6,4,1,0,0,0,0,11
CLT,2023-09-01,2023,35,18,0,0,0,1,0,54
CLT,2023-10-01,2023,0,0,0,0,0,0,0,0
CLT,2023-11-01,2023,0,1,0,0,0,0,0,1
CLT,2023-12-01,2023,0,0,0,0,0,0,0,0
CLT,2024-01-01,2024,14,1,0,0,0,0,3,18
CLT,2024-02-01,2024,2,1,0,0,0,0,0,3
CLT,2024-03-01,2024,4,3,0,0,0,2,0,9
CLT,2024-04-01,2024,6,1,0,0,0,0,0,7
CLT,2024-05-01,2024,13,3,0,0,2,0,0,18
CLT,2024-06-01,2024,22,5,1,0,0,3,0,31
CLT,2024-07-01,2024,14,8,0,0,3,2,0,27
CLT,2024-08-01,2024,44,5,0,0,14,6,0,69
CLT,2024-09-01,2024,0,1,0,0,2,1,0,4
CLT,2024-10-01,2024,0,0,0,0,0,0,0,0
CLT,2024-11-01,2024,0,0,0,0,0,0,0,0
CLT,2024-12-01,2024,1,1,0,0,0,0,0,2
DCA,2015-01-01,2015,23,10,0,0,2,2,4,41
DCA,2015-02-01,2015,21,8,0,0,2,7,12,50
DCA,2015-03-01,2015,32,6,0,9,1,5,1,54
DCA,2015-04-01,2015,16,0,0,1,0,0,2,19
DCA,2015-05-01,2015,25,1,0,0,0,0,0,26
DCA,2015-06-01,2015,52,5,0,0,0,0,0,57
DCA,2015-07-01,2015,33,6,0,0,0,0,0,39
DCA,2015-08-01,2015,21,11,33,0,0,0,1,66
DCA,2015-09-01,2015,23,3,0,0,0,0,1,27
DCA,2015-10-01,2015,11,2,0,2,0,0,0,15
DCA,2015-11-01,2015,13,1,0,0,0,0,0,14
DCA,2015-12-01,2015,18,0,0,0,0,0,0,18
DCA,2016-01-01,2016,10,7,0,0,0,15,4,36
DCA,2016-02-01,2016,54,5,0,1,3,0,1,64
DCA,2016-03-01,2016,11,2,0,0,0,0,0,13
DCA,2016-04-01,2016,12,1,0,0,0,0,0,13
DCA,2016-05-01,2016,9,3,0,0,0,0,0,12
DCA,2016-06-01,2016,32,4,0,0,1,0,1,38
DCA,2016-07-01,2016,69,4,0,1,0,1,0,75
DCA,2016-08-01,2016,29,8,0,0,0,1,2,40
DCA,2016-09-01,2016,14,3,0,1,0,0,0,18
DCA,2016-10-01,2016,8,4,0,4,0,0,1,17
DCA,2016-11-01,2016,6,0,0,0,0,0,0,6
DCA,2016-12-01,2016,3,1,0,0,0,0,0,4
DCA,2017-01-01,2017,8,1,0,1,0,0,1,11
DCA,2017-02-01,2017,8,2,0,0,0,0,1,11
DCA,2017-03-01,2017,9,2,0,1,0,1,1,14
DCA,2017-04-01,2017,32,1,0,1,0,0,0,34
DCA,2017-05-01,2017,21,3,0,8,0,0,2,34
DCA,2017-06-01,2017,26,3,0,14,0,0,0,43
DCA,2017-07-01,2017,52,9,21,1,1,3,3,90
DCA,2017-08-01,2017,32,10,0,0,1,7,5,55
DCA,2017-09-01,2017,2,3,0,0,2,1,2,10
DCA,2017-10-01,2017,9,4,0,0,0,0,0,13
DCA,2017-11-01,2017,2,0,0,0,0,0,0,2
DCA,2017-12-01,2017,7,2,0,0,4,1,0,14
DCA,2018-01-01,2018,45,5,1,0,0,6,2,59
DCA,2018-02-01,2018,16,4,0,0,0,6,1,27
DCA,2018-03-01,2018,5,7,0,0,0,5,4,21
DCA,2018-04-01,2018,12,1,0,0,1,0,2,16
DCA,2018-05-01,2018,58,16,0,0,0,14,6,94
DCA,2018-06-01,2018,66,23,0,2,0,6,7,104
DCA,2018-07-01,2018,163,11,0,1,6,11,1,193
DCA,2018-08-01,2018,249,28,0,0,0,6,13,296
DCA,2018-09-01,2018,23,8,0,0,5,14,7,57
DCA,2018-10-01,2018,7,3,0,0,1,1,1,13
DCA,2018-11-01,2018,18,2,0,0,0,3,1,24
DCA,2018-12-01,2018,14,0,0,0,0,3,6,23
DCA,2019-01-01,2019,44,12,0,0,2,6,49,113
DCA,2019-02-01,2019,33,12,1,0,0,17,14,77
DCA,2019-03-01,2019,14,3,0,0,0,13,9,39
DCA,2019-04-01,2019,15,0,0,6,0,3,2,26
DCA,2019-05-01,2019,69,9,0,1,0,8,3,90
DCA,2019-06-01,2019,55,16,0,2,4,12,12,101
DCA,2019-07-01,2019,123,27,0,1,48,12,4,215
DCA,2019-08-01,2019,109,25,0,1,0,7,6,148
DCA,2019-09-01,2019,13,3,0,2,0,0,0,18
DCA,2019-10-01,2019,4,3,0,0,0,0,0,7
DCA,2019-11-01,2019,3,2,0,0,1,0,0,6
DCA,2019-12-01,2019,33,4,0,0,4,2,0,43
DCA,2020-01-01,2020,7,0,0,0,0,0,3,10
DCA,2020-02-01,2020,11,3,0,0,0,1,0,15
DCA,2020-03-01,2020,0,0,0,1,3,2,5,11
DCA,2020-04-01,2020,0,0,0,0,0,0,0,0
DCA,2020-05-01,2020,0,0,0,0,0,0,0,0
DCA,2020-06-01,2020,0,0,0,0,0,0,0,0
DCA,2020-07-01,2020,0,0,0,0,4,0,0,4
DCA,2020-08-01,2020,0,0,0,0,0,0,0,0
DCA,2020-09-01,2020,0,0,0,0,0,0,0,0
DCA,2020-10-01,2020,0,0,0,0,0,0,0,0
DCA,2020-11-01,2020,0,0,0,0,0,0,1,1
DCA,2020-12-01,2020,0,1,0,0,0,0,0,1
DCA,2021-01-01,2021,0,1,0,0,0,1,1,3
DCA,2021-02-01,2021,0,0,0,0,0,0,0,0
DCA,2021-03-01,2021,0,0,0,0,0,0,2,2
DCA,2021-04-01,2021,2,0,0,0,0,2,2,6
DCA,2021-05-01,2021,0,0,0,0,0,0,0,0
DCA,2021-06-01,2021,11,1,0,0,1,2,3,18
DCA,2021-07-01,2021,5,0,0,0,0,1,4,10
DCA,2021-08-01,2021,15,0,0,0,0,0,7,22
DCA,2021-09-01,2021,4,0,0,3,1,2,2,12
DCA,2021-10-01,2021,7,2,0,1,1,0,1,12
DCA,2021-11-01,2021,0,0,0,0,0,0,2,2
DCA,2021-12-01,2021,1,1,0,0,0,0,0,2
DCA,2022-01-01,2022,2,2,0,0,0,0,8,12
DCA,2022-02-01,2022,5,0,0,0,0,0,1,6
DCA,2022-03-01,2022,36,8,0,7,0,9,3,63
DCA,2022-04-01,2022,26,9,1,0,2,6,4,48
DCA,2022-05-01,2022,52,25,0,2,0,10,7,96
DCA,2022-06-01,2022,79,50,0,1,0,20,19,169
DCA,2022-07-01,2022,47,6,0,0,0,1,9,63
DCA,2022-08-01,2022,71,16,0,0,4,7,7,105
DCA,2022-09-01,2022,11,11,0,2,0,0,0,24
DCA,2022-10-01,2022,9,1,0,0,0,1,0,11
DCA,2022-11-01,2022,19,5,0,0,0,1,2,27
DCA,2022-12-01,2022,5,0,0,0,0,0,0,5
DCA,2023-01-01,2023,17,7,40,0,0,14,1,79
DCA,2023-02-01,2023,1,0,0,0,0,0,1,2
DCA,2023-03-01,2023,2,1,0,0,0,0,0,3
DCA,2023-04-01,2023,24,2,0,0,0,0,5,31
DCA,2023-05-01,2023,1,0,0,0,0,0,1,2
DCA,2023-06-01,2023,39,14,0,1,0,10,6,70
DCA,2023-07-01,2023,93,17,0,1,2,5,8,126
DCA,2023-08-01,2023,21,3,0,0,0,1,3,28
DCA,2023-09-01,2023,86,18,0,1,0,41,1,147
DCA,2023-10-01,2023,0,0,0,0,0,0,2,2
DCA,2023-11-01,2023,0,0,0,0,0,0,0,0
DCA,2023-12-01,2023,8,3,1,0,0,0,0,12
DCA,2024-01-01,2024,17,2,0,0,0,0,2,21
DCA,2024-02-01,2024,1,0,0,0,0,0,4,5
DCA,2024-03-01,2024,2,3,0,0,0,0,0,5
DCA,2024-04-01,2024,6,3,0,0,0,2,0,11
DCA,2024-05-01,2024,12,1,0,0,0,0,3,16
DCA,2024-06-01,2024,25,5,0,3,1,1,1,36
DCA,2024-07-01,2024,51,9,0,1,1,4,3,69
DCA,2024-08-01,2024,89,7,0,0,6,26,10,138
DCA,2024-09-01,2024,0,0,1,0,0,0,0,1
DCA,2024-10-01,2024,0,0,0,0,0,0,0,0
DCA,2024-11-01,2024,0,1,0,0,0,0,0,1
DCA,2024-12-01,2024,8,2,0,0,0,0,0,10
DEN,2015-01-01,2015,20,5,0,0,0,35,19,79
DEN,2015-02-01,2015,15,4,0,0,1,2,23,45
DEN,2015-03-01,2015,2,1,0,1,0,1,9,14
DEN,2015-04-01,2015,3,1,0,2,0,0,4,10
DEN,2015-05-01,2015,2,1,0,0,1,0,3,7
DEN,2015-06-01,2015,7,1,0,0,0,2,5,15
DEN,2015-07-01,2015,5,3,1,2,0,0,7,18
DEN,2015-08-01,2015,3,0,3,0,0,2,8,16
DEN,2015-09-01,2015,1,1,0,0,0,0,2,4
DEN,2015-10-01,2015,2,1,0,0,0,2,2,7
DEN,2015-11-01,2015,5,0,0,0,0,0,1,6
DEN,2015-12-01,2015,9,3,1,0,0,0,4,17
DEN,2016-01-01,2016,5,1,0,0,0,0,1,7
DEN,2016-02-01,2016,0,1,0,0,0,0,6,7
DEN,2016-03-01,2016,3,0,0,0,1,0,6,10
DEN,2016-04-01,2016,1,0,0,2,0,0,4,7
DEN,2016-05-01,2016,4,0,0,0,0,1,3,8
DEN,2016-06-01,2016,3,1,0,0,0,0,4,8
DEN,2016-07-01,2016,4,0,0,0,0,0,3,7
DEN,2016-08-01,2016,3,2,0,1,0,1,0,7
DEN,2016-09-01,2016,0,1,0,0,0,0,5,6
DEN,2016-10-01,2016,3,0,0,0,0,0,2,5
DEN,2016-11-01,2016,0,1,0,0,0,0,1,2
DEN,2016-12-01,2016,6,1,0,1,1,0,4,13
DEN,2017-01-01,2017,35,2,0,0,0,0,3,40
DEN,2017-02-01,2017,7,0,0,0,0,0,1,8
DEN,2017-03-01,2017,70,2,0,0,2,0,5,79
DEN,2017-04-01,2017,3,0,0,2,0,1,3,9
DEN,2017-05-01,2017,2,0,0,1,0,1,0,4
DEN,2017-06-01,2017,5,0,0,1,1,1,0,8
DEN,2017-07-01,2017,6,0,1,0,0,1,3,11
DEN,2017-08-01,2017,9,2,0,0,0,2,13,26
DEN,2017-09-01,2017,1,7,0,0,0,7,13,28
DEN,2017-10-01,2017,3,0,0,0,0,1,1,5
DEN,2017-11-01,2017,3,0,0,0,0,0,1,4
DEN,2017-12-01,2017,0,0,0,0,4,3,3,10
DEN,2018-01-01,2018,15,2,0,0,0,0,1,18
DEN,2018-02-01,2018,1,2,0,0,0,1,3,7
DEN,2018-03-01,2018,29,2,0,1,0,1,4,37
DEN,2018-04-01,2018,8,0,0,0,0,4,2,14
DEN,2018-05-01,2018,2,1,0,0,0,1,2,6
DEN,2018-06-01,2018,10,3,0,0,0,3,7,23
DEN,2018-07-01,2018,27,5,0,1,3,6,28,70
DEN,2018-08-01,2018,14,8,0,1,0,1,6,30
DEN,2018-09-01,2018,1,0,0,0,0,0,5,6
DEN,2018-10-01,2018,1,0,0,0,0,0,2,3
DEN,2018-11-01,2018,1,3,0,0,0,1,6,11
DEN,2018-12-01,2018,3,2,0,0,0,0,1,6
DEN,2019-01-01,2019,6,1,0,0,1,4,3,15
DEN,2019-02-01,2019,8,4,0,0,0,9,22,43
DEN,2019-03-01,2019,2,1,0,0,0,0,7,10
DEN,2019-04-01,2019,2,6,0,3,0,3,4,18
DEN,2019-05-01,2019,10,4,0,3,0,0,5,22
DEN,2019-06-01,2019,125,17,0,15,2,9,6,174
DEN,2019-07-01,2019,19,8,0,0,1,2,10,40
DEN,2019-08-01,2019,48,11,0,2,3,4,5,73
DEN,2019-09-01,2019,14,1,0,4,0,1,6,26
DEN,2019-10-01,2019,19,7,0,0,2,0,2,30
DEN,2019-11-01,2019,1,10,0,0,1,14,8,34
DEN,2019-12-01,2019,23,4,0,0,0,0,5,32
DEN,2020-01-01,2020,22,4,0,0,0,1,7,34
DEN,2020-02-01,2020,14,1,0,0,0,0,2,17
DEN,2020-03-01,2020,77,20,0,3,17,52,18,187
DEN,2020-04-01,2020,0,1,0,0,0,0,9,10
DEN,2020-05-01,2020,0,0,0,0,0,1,2,3
DEN,2020-06-01,2020,0,1,0,0,0,0,4,5
DEN,2020-07-01,2020,0,0,0,0,0,0,2,2
DEN,2020-08-01,2020,0,0,0,0,0,0,1,1
DEN,2020-09-01,2020,0,1,0,0,0,0,3,4
DEN,2020-10-01,2020,1,4,0,0,0,0,4,9
DEN,2020-11-01,2020,0,0,0,0,0,0,2,2
DEN,2020-12-01,2020,0,2,0,1,10,0,3,16
DEN,2021-01-01,2021,0,1,0,0,0,0,5,6
DEN,2021-02-01,2021,1,1,0,0,0,14,13,29
DEN,2021-03-01,2021,2,3,0,0,0,0,7,12
DEN,2021-04-01,2021,4,0,0,0,0,2,3,9
DEN,2021-05-01,2021,10,2,0,0,0,0,0,12
DEN,2021-06-01,2021,22,12,0,0,1,8,7,50
DEN,2021-07-01,2021,44,10,0,1,2,0,3,60
DEN,2021-08-01,2021,37,9,0,5,1,0,4,56
DEN,2021-09-01,2021,25,8,0,2,2,0,1,38
DEN,2021-10-01,2021,7,0,0,0,8,1,7,23
DEN,2021-11-01,2021,0,1,0,0,0,0,4,5
DEN,2021-12-01,2021,18,9,0,0,2,1,14,44
DEN,2022-01-01,2022,3,9,0,0,0,1,29,42
DEN,2022-02-01,2022,5,3,0,0,2,0,5,15
DEN,2022-03-01,2022,1,4,0,2,0,3,7,17
DEN,2022-04-01,2022,6,5,1,0,0,4,16,32
DEN,2022-05-01,2022,5,2,0,0,0,2,11,20
DEN,2022-06-01,2022,10,4,0,0,3,4,3,24
DEN,2022-07-01,2022,12,3,0,0,0,4,5,24
DEN,2022-08-01,2022,14,3,0,0,0,0,4,21
DEN,2022-09-01,2022,2,5,1,0,0,0,0,8
DEN,2022-10-01,2022,2,7,2,0,0,0,2,13
DEN,2022-11-01,2022,7,3,0,0,1,1,1,13
DEN,2022-12-01,2022,3,4,0,0,0,2,20,29
DEN,2023-01-01,2023,13,6,13,0,0,1,11,44
DEN,2023-02-01,2023,8,3,0,0,1,6,6,24
DEN,2023-03-01,2023,4,2,0,0,0,1,4,11
DEN,2023-04-01,2023,13,9,0,8,1,4,9,44
DEN,2023-05-01,2023,10,2,0,5,0,0,5,22
DEN,2023-06-01,2023,79,4,0,3,0,6,8,100
DEN,2023-07-01,2023,87,11,0,6,0,0,7,111
DEN,2023-08-01,2023,4,12,0,0,0,1,9,26
DEN,2023-09-01,2023,16,1,0,1,0,0,2,20
DEN,2023-10-01,2023,11,3,0,0,0,0,2,16
DEN,2023-11-01,2023,1,0,0,1,0,0,2,4
DEN,2023-12-01,2023,0,2,0,0,0,0,2,4
DEN,2024-01-01,2024,2,7,0,0,1,0,4,14
DEN,2024-02-01,2024,5,2,0,0,0,0,4,11
DEN,2024-03-01,2024,3,6,0,0,0,2,3,14
DEN,2024-04-01,2024,4,5,0,0,0,0,0,9
DEN,2024-05-01,2024,19,2,0,0,0,0,6,27
DEN,2024-06-01,2024,7,8,0,1,0,2,12,30
DEN,2024-07-01,2024,6,8,0,0,0,7,10,31
DEN,2024-08-01,2024,18,2,0,0,0,1,2,23
DEN,2024-09-01,2024,0,6,0,0,2,2,5,15
DEN,2024-10-01,2024,3,22,0,0,0,0,5,30
DEN,2024-11-01,2024,6,0,0,0,1,0,0,7
DEN,2024-12-01,2024,6,0,0,0,0,0,3,9
DFW,2015-01-01,2015,3,0,0,0,0,6,7,16
DFW,2015-02-01,2015,3,1,0,0,0,0,7,11
DFW,2015-03-01,2015,3,0,0,0,2,1,3,9
DFW,2015-04-01,2015,2,0,0,0,1,0,1,4
DFW,2015-05-01,2015,7,2,0,0,0,0,1,10
DFW,2015-06-01,2015,34,7,0,2,3,0,9,55
DFW,2015-07-01,2015,5,0,0,0,0,1,6,12
DFW,2015-08-01,2015,3,0,3,0,0,0,4,10
DFW,2015-09-01,2015,8,0,0,0,1,0,0,9
DFW,2015-10-01,2015,0,0,0,0,0,0,0,0
DFW,2015-11-01,2015,7,2,0,0,1,3,1,14
DFW,2015-12-01,2015,3,0,0,0,0,0,0,3
DFW,2016-01-01,2016,4,0,0,0,0,1,0,5
DFW,2016-02-01,2016,4,0,0,0,0,0,0,4
DFW,2016-03-01,2016,2,0,0,0,0,0,1,3
DFW,2016-04-01,2016,7,1,0,0,0,1,0,9
DFW,2016-05-01,2016,6,3,0,0,0,0,1,10
DFW,2016-06-01,2016,4,0,0,0,0,0,1,5
DFW,2016-07-01,2016,8,1,0,0,0,1,7,17
DFW,2016-08-01,2016,17,1,0,0,0,2,2,22
DFW,2016-09-01,2016,0,0,0,0,0,0,0,0
DFW,2016-10-01,2016,2,2,0,0,0,0,1,5
DFW,2016-11-01,2016,1,1,0,0,0,0,0,2
DFW,2016-12-01,2016,3,0,0,0,0,0,0,3
DFW,2017-01-01,2017,5,0,0,0,0,1,0,6
DFW,2017-02-01,2017,5,1,0,1,0,0,0,7
DFW,2017-03-01,2017,3,0,0,0,0,1,0,4
DFW,2017-04-01,2017,6,0,0,1,0,0,2,9
DFW,2017-05-01,2017,4,4,0,0,0,0,4,12
DFW,2017-06-01,2017,10,1,0,2,0,0,2,15
DFW,2017-07-01,2017,12,1,1,1,0,2,2,19
DFW,2017-08-01,2017,6,3,0,0,1,0,1,11
DFW,2017-09-01,2017,1,3,0,0,0,3,2,9
DFW,2017-10-01,2017,4,0,0,0,0,0,0,4
DFW,2017-11-01,2017,0,0,0,0,0,0,0,0
DFW,2017-12-01,2017,2,4,0,0,4,1,0,11
DFW,2018-01-01,2018,7,9,0,0,0,2,1,19
DFW,2018-02-01,2018,10,24,0,0,0,3,11,48
DFW,2018-03-01,2018,42,10,0,0,0,0,12,64
DFW,2018-04-01,2018,18,9,0,3,2,1,5,38
DFW,2018-05-01,2018,60,9,0,2,0,1,5,77
DFW,2018-06-01,2018,27,6,0,0,4,5,5,47
DFW,2018-07-01,2018,58,9,0,1,0,9,6,83
DFW,2018-08-01,2018,72,9,0,4,6,0,5,96
DFW,2018-09-01,2018,93,14,0,1,2,3,7,120
DFW,2018-10-01,2018,41,4,0,0,2,0,0,47
DFW,2018-11-01,2018,1,9,0,1,1,0,1,13
DFW,2018-12-01,2018,48,15,1,0,0,29,7,100
DFW,2019-01-01,2019,14,6,0,0,0,0,0,20
DFW,2019-02-01,2019,12,2,3,0,0,0,2,19
DFW,2019-03-01,2019,16,5,0,0,0,3,14,38
DFW,2019-04-01,2019,23,5,0,1,0,1,0,30
DFW,2019-05-01,2019,91,15,0,0,2,0,13,121
DFW,2019-06-01,2019,110,52,0,11,2,12,24,211
DFW,2019-07-01,2019,74,16,0,1,0,5,2,98
DFW,2019-08-01,2019,46,21,0,0,1,0,9,77
DFW,2019-09-01,2019,26,7,0,5,1,0,7,46
DFW,2019-10-01,2019,100,36,0,3,2,1,12,154
DFW,2019-11-01,2019,2,1,0,0,0,0,0,3
DFW,2019-12-01,2019,6,4,1,1,0,0,8,20
DFW,2020-01-01,2020,18,1,0,0,0,1,2,22
DFW,2020-02-01,2020,0,0,0,0,0,0,0,0
DFW,2020-03-01,2020,6,3,0,0,25,10,8,52
DFW,2020-04-01,2020,0,0,0,0,0,0,0,0
DFW,2020-05-01,2020,0,0,0,0,0,0,1,1
DFW,2020-06-01,2020,0,0,0,0,0,0,0,0
DFW,2020-07-01,2020,0,0,0,0,0,0,0,0
DFW,2020-08-01,2020,0,1,0,0,0,0,0,1
DFW,2020-09-01,2020,24,0,0,3,0,0,2,29
DFW,2020-10-01,2020,0,0,0,0,0,0,0,0
DFW,2020-11-01,2020,0,0,0,0,0,0,0,0
DFW,2020-12-01,2020,3,8,0,36,46,0,0,93
DFW,2021-01-01,2021,25,2,0,0,0,0,1,28
DFW,2021-02-01,2021,1,0,0,12,0,0,0,13
DFW,2021-03-01,2021,74,6,0,5,2,0,0,87
DFW,2021-04-01,2021,0,0,0,0,0,0,1,1
DFW,2021-05-01,2021,99,7,0,0,1,0,6,113
DFW,2021-06-01,2021,50,12,0,1,1,0,5,69
DFW,2021-07-01,2021,39,12,0,0,0,3,7,61
DFW,2021-08-01,2021,186,10,0,2,4,11,5,218
DFW,2021-09-01,2021,27,3,0,0,0,0,4,34
DFW,2021-10-01,2021,184,66,0,0,3,10,13,276
DFW,2021-11-01,2021,1,0,1,0,0,0,1,3
DFW,2021-12-01,2021,0,3,0,0,0,1,0,4
DFW,2022-01-01,2022,0,2,0,0,0,0,7,9
DFW,2022-02-01,2022,4,1,0,0,0,0,1,6
DFW,2022-03-01,2022,15,2,0,0,0,4,2,23
DFW,2022-04-01,2022,12,6,0,9,0,15,11,53
DFW,2022-05-01,2022,19,9,0,0,0,1,9,38
DFW,2022-06-01,2022,9,2,0,0,2,6,6,25
DFW,2022-07-01,2022,4,1,0,0,0,4,2,11
DFW,2022-08-01,2022,10,2,0,0,3,2,4,21
DFW,2022-09-01,2022,4,0,0,0,0,0,2,6
DFW,2022-10-01,2022,3,0,0,7,0,0,0,10
DFW,2022-11-01,2022,8,1,0,0,0,0,0,9
DFW,2022-12-01,2022,0,1,0,0,0,0,0,1
DFW,2023-01-01,2023,5,3,8,0,0,2,4,22
DFW,2023-02-01,2023,1,0,0,0,0,0,1,2
DFW,2023-03-01,2023,8,4,0,0,0,0,2,14
DFW,2023-04-01,2023,23,4,0,1,0,8,7,43
DFW,2023-05-01,2023,4,1,0,0,0,0,0,5
DFW,2023-06-01,2023,7,12,0,0,0,4,2,25
DFW,2023-07-01,2023,11,0,0,1,0,5,4,21
DFW,2023-08-01,2023,3,1,0,0,0,0,0,4
DFW,2023-09-01,2023,22,0,3,14,0,0,0,39
DFW,2023-10-01,2023,3,2,0,0,0,0,0,5
DFW,2023-11-01,2023,0,2,0,0,0,0,0,2
DFW,2023-12-01,2023,1,0,0,0,0,0,0,1
DFW,2024-01-01,2024,4,1,0,6,0,0,1,12
DFW,2024-02-01,2024,0,0,0,0,0,0,0,0
DFW,2024-03-01,2024,3,2,0,2,0,0,3,10
DFW,2024-04-01,2024,108,3,0,0,1,0,3,115
DFW,2024-05-01,2024,96,8,0,2,5,0,5,116
DFW,2024-06-01,2024,13,2,0,0,29,3,9,56
DFW,2024-07-01,2024,24,3,1,1,0,1,1,31
DFW,2024-08-01,2024,3,0,0,1,0,0,3,7
DFW,2024-09-01,2024,0,0,0,0,0,0,0,0
DFW,2024-10-01,2024,0,0,0,0,0,0,0,0
DFW,2024-11-01,2024,0,0,0,0,0,0,0,0
DFW,2024-12-01,2024,7,0,0,0,0,0,2,9
DTW,2015-01-01,2015,15,5,0,0,1,5,11,37
DTW,2015-02-01,2015,20,15,0,0,0,1,7,43
DTW,2015-03-01,2015,10,6,0,0,0,3,2,21
DTW,2015-04-01,2015,10,2,0,0,0,0,0,12
DTW,2015-05-01,2015,10,0,0,0,0,0,0,10
DTW,2015-06-01,2015,28,1,0,0,0,0,1,30
DTW,2015-07-01,2015,13,1,0,1,3,1,0,19
DTW,2015-08-01,2015,7,1,2,0,0,2,2,14
DTW,2015-09-01,2015,2,1,0,0,1,1,3,8
DTW,2015-10-01,2015,2,1,0,0,0,0,0,3
DTW,2015-11-01,2015,7,0,0,0,0,0,3,10
DTW,2015-12-01,2015,2,1,0,0,0,0,0,3
DTW,2016-01-01,2016,6,0,0,0,0,0,2,8
DTW,2016-02-01,2016,2,0,0,0,0,0,0,2
DTW,2016-03-01,2016,0,1,0,0,0,0,0,1
DTW,2016-04-01,2016,1,2,0,0,0,0,0,3
DTW,2016-05-01,2016,1,0,0,0,0,0,1,2
DTW,2016-06-01,2016,3,1,0,0,0,0,3,7
DTW,2016-07-01,2016,9,0,0,0,0,2,3,14
DTW,2016-08-01,2016,1,1,0,0,0,0,3,5
DTW,2016-09-01,2016,0,0,0,0,0,0,0,0
DTW,2016-10-01,2016,0,0,0,0,0,0,1,1
DTW,2016-11-01,2016,0,0,0,0,0,1,0,1
DTW,2016-12-01,2016,10,2,0,0,0,0,2,14
DTW,2017-01-01,2017,4,1,0,0,0,0,4,9
DTW,2017-02-01,2017,1,0,0,0,0,0,0,1
DTW,2017-03-01,2017,2,2,0,0,1,0,1,6
DTW,2017-04-01,2017,1,2,0,0,0,1,5,9
DTW,2017-05-01,2017,1,0,0,2,0,0,0,3
DTW,2017-06-01,2017,8,2,0,4,0,0,7,21
DTW,2017-07-01,2017,6,1,1,0,0,1,4,13
DTW,2017-08-01,2017,5,0,0,0,0,1,6,12
DTW,2017-09-01,2017,0,0,0,0,0,5,1,6
DTW,2017-10-01,2017,2,0,0,2,0,0,2,6
DTW,2017-11-01,2017,0,0,0,0,0,0,0,0
DTW,2017-12-01,2017,5,2,0,0,5,5,2,19
DTW,2018-01-01,2018,13,2,0,0,0,12,5,32
DTW,2018-02-01,2018,46,15,0,0,1,3,4,69
DTW,2018-03-01,2018,4,2,0,0,2,4,14,26
DTW,2018-04-01,2018,7,1,0,1,0,2,3,14
DTW,2018-05-01,2018,7,3,0,0,0,1,0,11
DTW,2018-06-01,2018,18,0,0,1,0,1,2,22
DTW,2018-07-01,2018,31,2,0,0,0,1,2,36
DTW,2018-08-01,2018,49,2,0,0,0,11,4,66
DTW,2018-09-01,2018,11,1,0,0,0,3,0,15
DTW,2018-10-01,2018,2,0,0,0,0,0,0,2
DTW,2018-11-01,2018,7,0,0,0,0,1,1,9
DTW,2018-12-01,2018,7,0,0,0,0,0,2,9
DTW,2019-01-01,2019,42,12,0,0,1,6,2,63
DTW,2019-02-01,2019,12,0,0,0,0,1,1,14
DTW,2019-03-01,2019,4,1,0,0,0,0,1,6
DTW,2019-04-01,2019,8,1,0,1,0,0,1,11
DTW,2019-05-01,2019,13,0,0,0,0,1,2,16
DTW,2019-06-01,2019,19,1,1,2,2,5,5,35
DTW,2019-07-01,2019,46,4,0,0,1,4,2,57
DTW,2019-08-01,2019,31,4,0,1,0,1,1,38
DTW,2019-09-01,2019,7,0,0,2,0,0,0,9
DTW,2019-10-01,2019,6,1,0,1,0,0,0,8
DTW,2019-11-01,2019,14,4,0,0,0,0,1,19
DTW,2019-12-01,2019,6,0,0,0,0,1,1,8
DTW,2020-01-01,2020,0,0,0,0,0,0,0,0
DTW,2020-02-01,2020,1,0,0,0,0,1,3,5
DTW,2020-03-01,2020,0,0,0,0,11,5,1,17
DTW,2020-04-01,2020,0,0,0,0,0,0,0,0
DTW,2020-05-01,2020,0,1,0,0,0,0,76,77
DTW,2020-06-01,2020,0,0,0,0,0,0,5,5
DTW,2020-07-01,2020,0,0,0,0,0,0,0,0
DTW,2020-08-01,2020,0,0,0,0,0,0,0,0
DTW,2020-09-01,2020,0,0,0,0,0,0,1,1
DTW,2020-10-01,2020,0,0,0,0,0,0,0,0
DTW,2020-11-01,2020,0,0,0,0,0,1,1,2
DTW,2020-12-01,2020,0,1,0,0,1,1,2,5
DTW,2021-01-01,2021,3,1,0,0,1,1,1,7
DTW,2021-02-01,2021,1,0,0,0,0,4,3,8
DTW,2021-03-01,2021,1,0,0,0,0,0,0,1
DTW,2021-04-01,2021,0,0,0,0,0,0,0,0
DTW,2021-05-01,2021,0,0,0,0,0,0,0,0
DTW,2021-06-01,2021,9,0,0,0,0,2,1,12
DTW,2021-07-01,2021,5,0,0,0,0,0,3,8
DTW,2021-08-01,2021,20,0,0,2,0,2,3,27
DTW,2021-09-01,2021,8,0,0,3,0,4,9,24
DTW,2021-10-01,2021,2,1,0,0,0,0,2,5
DTW,2021-11-01,2021,0,0,0,0,0,0,1,1
DTW,2021-12-01,2021,0,0,0,0,0,0,2,2
